id,name,direction,original_lb,original_ub,HOP92,HS578T,MDAMB231
MAR04315_REV,D-Glucitol:NAD+ 2-oxidoreductase_REV,reverse,-1000.0,1000.0,10.893717911630496,9.386564903902189,11.048054271433417
MAR04316,D-Glucitol:NADP+ 1-oxidoreductase,forward,-1000.0,1000.0,13.65225189807944,16.803750229422434,16.912669386748764
MAR04316_REV,D-Glucitol:NADP+ 1-oxidoreductase_REV,reverse,-1000.0,1000.0,13.7634052088162,16.642633946693216,16.755282494368338
MAR04317,,forward,0.0,1000.0,10.854167468024151,10.739237731768448,11.009489457599384
MAR04318,,forward,0.0,1000.0,11.417903473267746,11.261327035700106,11.579023432320586
MAR04319,ATP:D-fructose 6-phosphotransferase,forward,0.0,1000.0,15.282774443878534,15.184836796708494,15.011418151970542
MAR04320,,forward,0.0,1000.0,11.084758197492246,10.9515935331061,11.23540029208297
MAR04356,D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,forward,0.0,1000.0,18.201974073091503,18.844842949252577,18.596640878250124
MAR04383,D-mannose-6-phosphate aldose-ketose-isomerase,forward,-1000.0,1000.0,10.674848708460036,11.109106366790554,10.416000465233438
MAR04383_REV,D-mannose-6-phosphate aldose-ketose-isomerase_REV,reverse,-1000.0,1000.0,11.477509734075332,11.91186533167585,11.218587437040794
MAR04385,"D-mannose 6-phosphate 1,6-phosphomutase",forward,0.0,1000.0,11.559984749907915,12.76678032701406,11.533878371558814
MAR04386,GDP:D-mannose-1-phosphate guanylyltransferase,forward,0.0,1000.0,8.067907415062082,8.915188400689656,9.011074688833352
MAR04387,GTP:alpha-D-mannose-1-phosphate guanylyltransferase,forward,0.0,1000.0,4.784187768178501,5.924901397574151,5.859270001105837
MAR04399,"GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming)",forward,0.0,1000.0,5.986737966346749,6.421557935617147,6.233347981092735
MAR04400,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",forward,0.0,1000.0,8.464724909735306,9.578975638078528,8.919129068947727
MAR04401,GTP:beta-L-fucose-1-phosphate guanylyltransferase,forward,0.0,1000.0,4.393012625155468,4.163409072500742,4.051883604658239
MAR04402,ATP:6-deoxy-L-galactose 1-phosphotransferase,forward,-1000.0,1000.0,6.157229047943395,5.11006705429167,5.12919229464749
MAR04402_REV,ATP:6-deoxy-L-galactose 1-phosphotransferase_REV,reverse,-1000.0,1000.0,5.9921006901181775,4.947587664418062,4.96664537000725
MAR04403,L-fucose aldose-ketose-isomerase,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR04490,ATP:D-mannose 6-phosphotransferase,forward,0.0,1000.0,14.77093943602789,14.4100914410206,14.353865412467725
MAR04706,"beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase",forward,0.0,1000.0,6.545602460591288,6.587663513862156,6.596024558595338
MAR08768,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",forward,0.0,1000.0,8.464724909735306,9.578975638078528,8.919129068947727
MAR04590,Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming),forward,0.0,1000.0,5.744239644149508,4.4376132834081705,4.497215170877831
MAR04591,xylitol:NAD oxidoreductase,forward,0.0,1000.0,7.067183890179488,6.541765267105979,5.981146925366116
MAR04592,xylitol:NADP+ oxidoreductase,forward,-1000.0,1000.0,14.327179068132276,17.161282367962638,17.27461961406629
MAR04592_REV,xylitol:NADP+ oxidoreductase_REV,reverse,-1000.0,1000.0,13.408554501196337,16.728984731696414,16.83591567985772
MAR04593,xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming),forward,0.0,1000.0,9.464201255717194,7.959413714346621,9.618407251049632
MAR04594,D-xylose:NADP+ 1-oxidoreductase,forward,0.0,1000.0,1.862591426214308,1.2154526773937606,1.4939570802289837
MAR04595,ATP:D-xylulose 5-phosphotransferase,forward,-1000.0,1000.0,3.559848172179888,2.4359878602968057,3.2574272444254166
MAR04595_REV,ATP:D-xylulose 5-phosphotransferase_REV,reverse,-1000.0,1000.0,6.4844284887353965,5.216758197428739,6.15468264585776
MAR08341,L-Arabitol:NADP+ 1-oxidoreductase,forward,0.0,1000.0,16.34832168376476,17.73944918724157,17.690468538696997
MAR08342,L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming),forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR08342_REV,L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming)_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR08344,L-gulonate:NADP+ 6-oxidoreductase,forward,-1000.0,1000.0,16.074001038627593,16.711356131243157,15.928722967602546
MAR08344_REV,L-gulonate:NADP+ 6-oxidoreductase_REV,reverse,-1000.0,1000.0,4.488329615139389,5.102553622579949,4.349843120086135
MAR08352,L-Gulonate:NAD+ 3-oxidoreductase,forward,-1000.0,1000.0,6.643716577385063,5.062511077512433,5.795756422212308
MAR08352_REV,L-Gulonate:NAD+ 3-oxidoreductase_REV,reverse,-1000.0,1000.0,6.521229235185871,4.94259419363175,5.67430178132676
MAR08353,3-Dehydro-L-gulonate carboxy-lyase,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR08353_REV,3-Dehydro-L-gulonate carboxy-lyase_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR08726,ATP:D-ribulose 5-phosphotransferase,forward,0.0,1000.0,6.240944782922807,5.084974478801528,6.990967519104965
MAR08727,,forward,0.0,1000.0,7.417293438134936,7.259619864584976,7.9146125258799715
MAR08728,,forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR08729,UDP-glucuronate glucuronohydrolase,forward,0.0,1000.0,6.281925852701044,5.401011630558285,6.368679569696162
MAR06537,L-gulonate:NADP+ 6-oxidoreductase,forward,-1000.0,1000.0,16.074001038627593,16.711356131243157,15.928722967602546
MAR06537_REV,L-gulonate:NADP+ 6-oxidoreductase_REV,reverse,-1000.0,1000.0,4.488329615139389,5.102553622579949,4.349843120086135
MAR01568,Acetaldehyde:NAD+ oxidoreductase,forward,0.0,1000.0,11.600110488199457,8.70419356300853,10.187464782718044
MAR03853,(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing),forward,0.0,1000.0,26.911635699255385,27.29040324153402,28.251498661751665
MAR03854,Lactaldehyde:NAD+ 1-oxidoreductase,forward,0.0,1000.0,12.73652681968862,16.7365411837566,16.837443490648628
MAR03855,"Propane-1,2-diol:NADP+ 1-oxidoreductase",forward,0.0,1000.0,11.74396496469036,16.41676489895885,16.51391955382538
MAR03857,(R)-S-Lactoylglutathione hydrolase,forward,0.0,1000.0,22.32636948937651,21.847759962165764,22.649664780380988
MAR03859,(R)-Lactate:ferricytochrome-c 2-oxidoreductase,forward,0.0,1000.0,6.28535602034269,6.673833782776557,5.489670194483658
MAR04087,(S)-malate:NAD+ oxidoreductase (decarboxylating),forward,0.0,1000.0,11.825445832980456,10.231762208889633,11.889059897998894
MAR04089,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),forward,0.0,1000.0,10.772284638536522,11.176108292705058,10.278574203990106
MAR04091,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),forward,0.0,1000.0,11.825445832980456,10.231762208889633,11.889059897998894
MAR04093,Acetyl-CoA hydrolase,forward,0.0,1000.0,0.3291824602034639,0.3979131314391266,1.2395424320208608
MAR04095,Acetyl-CoA hydrolase,forward,0.0,1000.0,0.1743010157650384,0.2130437141330762,0.7502084306220826
MAR04101,GTP:oxaloacetate carboxy-lyase (adding GTP,forward,0.0,1000.0,1.27813297523851,1.8218407158480372,1.3973549588450884
MAR04103,GTP:oxaloacetate carboxy-lyase (adding GTP,forward,0.0,1000.0,16.455838914378074,16.72415809405642,14.651497785800954
MAR04143,Pyruvate:carbon-dioxide ligase (ADP-forming),forward,0.0,1000.0,6.52583012209052,6.263682319940735,8.527550674556679
MAR04193,CTP:pyruvate 2-O-phosphotransferase,forward,0.0,1000.0,18.241945484713863,18.58972255040313,18.96576751340477
MAR08497,,forward,0.0,1000.0,15.679251191670051,17.478019149305613,17.27566776976748
MAR08498,,forward,0.0,1000.0,1.8801399977175428,2.176560703338286,4.906651078447414
MAR08499,,forward,0.0,1000.0,2.4954073099228826,2.8261158171756744,5.677153644684311
MAR08500,,forward,0.0,1000.0,12.106243185935952,13.722614903639268,13.470505458364013
MAR08501,,forward,0.0,1000.0,12.99249102278234,12.364685522429095,12.457877317917854
MAR08502,(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating),forward,-1000.0,1000.0,21.422352727008764,22.59764748895812,21.690054139153894
MAR08502_REV,(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)_REV,reverse,-1000.0,1000.0,11.290275127331611,13.165676203329896,12.179659046590118
MAR08503,,forward,0.0,1000.0,13.34803140949821,11.752549047411916,13.362759357240224
MAR08504,(R)-Lactaldehyde:NAD+ 2-oxidoreductase,forward,0.0,1000.0,12.653656016849675,11.699311228089243,13.11253773591226
MAR08506,,forward,0.0,1000.0,12.74582228433501,12.1809111560319,13.179979439860553
MAR08507,,forward,0.0,1000.0,19.11148184674516,20.287879359809352,19.380057517870043
MAR08508,,forward,0.0,1000.0,19.11072655408216,20.285907399051005,19.37830260985918
MAR08509,,forward,0.0,1000.0,15.723377145866138,17.23233588209696,17.070624430955768
MAR08511,(R)-S-Lactoylglutathione hydrolase,forward,0.0,1000.0,15.404858673918948,14.924727309907231,15.386569054816988
MAR08512,(R)-Lactate:NAD+ oxidoreductase,forward,-1000.0,1000.0,4.632374815497244,4.044173666735006,2.486178419036846
MAR08512_REV,(R)-Lactate:NAD+ oxidoreductase_REV,reverse,-1000.0,1000.0,1.2947651430421807,0.9607311466840118,0.3573381698345189
MAR08514,(S)-Lactate:ferricytochrome-c 2-oxidoreductase,forward,0.0,1000.0,5.408735735354886,5.792743296910857,4.623548923568311
MAR08516,glycerone-phosphate phosphate-lyase (methylglyoxal-forming),forward,0.0,1000.0,5.531173462129027,3.34375300781436,4.61173691068996
MAR08517,glycerone-phosphate phosphate-lyase (methylglyoxal-forming),forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR04280,(S)-Lactate:NAD+ oxidoreductase,forward,-1000.0,1000.0,19.991520399536192,19.44687687432975,20.380091021206763
MAR04280_REV,(S)-Lactate:NAD+ oxidoreductase_REV,reverse,-1000.0,1000.0,22.71993031382381,22.17529985658618,23.10850000839236
MAR00153,Propanoate:CoA ligase (AMP-forming),forward,0.0,1000.0,10.361741911003609,9.66696805284303,9.562421457783149
MAR03212,,forward,0.0,1000.0,12.882297367080737,11.890654421388982,12.053570433011435
MAR03797,Propanoate:CoA ligase (AMP-forming),forward,0.0,1000.0,10.41783331049492,9.753286265270296,9.63191805725425
MAR03800,,forward,0.0,1000.0,14.254625422799256,14.420241682481883,13.74157716020374
MAR04105,malonyl-CoA carboxy-lyase (acetyl-CoA-forming),forward,0.0,1000.0,8.63932084261205,7.856548799142391,8.082960312119978
MAR04106,malonyl-CoA carboxy-lyase (acetyl-CoA-forming),forward,0.0,1000.0,8.63932084261205,7.856548799142391,8.082960312119978
MAR04107,malonyl-CoA carboxy-lyase (acetyl-CoA-forming),forward,0.0,1000.0,8.63932084261205,7.856548799142391,8.082960312119978
MAR04282,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)",forward,0.0,1000.0,4.980178229103852,5.183431890970485,4.813083763698017
MAR04331,Propionyladenylate:CoA propionyltransferase,forward,-1000.0,1000.0,10.735850401308834,10.083640778123806,9.953334950819292
MAR04331_REV,Propionyladenylate:CoA propionyltransferase_REV,reverse,-1000.0,1000.0,10.69655359005422,10.02703256456352,9.90971548443882
MAR04459,ATP:propanoate adenylyltransferase,forward,0.0,1000.0,10.568294065308166,9.913441102466695,9.78660649018421
MAR04460,ATP:propanoate adenylyltransferase,forward,0.0,1000.0,10.568294065308166,9.913441102466695,9.78660649018421
MAR04464,Acetoacetate carboxy-lyase (acetone-forming),forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR04497,3-hydroxypropanoate:NAD+ oxidoreductase,forward,0.0,1000.0,10.158974157042069,10.78154147803831,9.35804644174723
MAR04741,,forward,0.0,1000.0,10.918828713944972,10.76054922346309,10.560907834925567
MAR08078,"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)",forward,0.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR09803,3-oxopropionyl-CoA:NAD+ oxidoreductase,forward,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR09803_REV,3-oxopropionyl-CoA:NAD+ oxidoreductase_REV,reverse,-1000.0,1000.0,29.43650848878935,31.01548913891323,30.123791864115223
MAR09804,3-hydroxypropionyl-CoA:NADP+ oxidoreductase,forward,-1000.0,1000.0,20.50088806081409,21.67316472288735,20.766002420074237
MAR09804_REV,3-hydroxypropionyl-CoA:NADP+ oxidoreductase_REV,reverse,-1000.0,1000.0,20.569157740121227,21.73260722631281,20.830242781584303
MAR00718,2-Hydroxyglutarate:(acceptor) 2-oxidoreductase,forward,0.0,1000.0,3.99310457614004,2.916979274807532,4.4013327686453225
MAR00719,,forward,0.0,1000.0,7.3475626346733955,9.93275639856285,3.1743109338808946
MAR01434,acetyl-CoA:acetyl-CoA C-acetyltransferase,forward,-1000.0,1000.0,12.085253070256556,13.923002980386077,13.61484310228546
MAR01434_REV,acetyl-CoA:acetyl-CoA C-acetyltransferase_REV,reverse,-1000.0,1000.0,12.136273764465292,13.974031985402354,13.665871338604722
MAR01436,Acetoacetate:CoA ligase (AMP-forming),forward,0.0,1000.0,5.830019336531171,5.636017984813638,5.916456275335665
MAR03163,"butanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",forward,0.0,1000.0,12.808975435508788,11.823538491417304,11.98564100072436
